t_state,t_county,eia_id,p_year,p_tnum,p_cap,t_hh,t_rd,t_rsa,t_ttlh,xlong,ylat,ordinance
OR,Umatilla,56975,2009,27,44.55,80.0,82.0,5281.02,121.0,-119.40456025,45.71061875,1
OR,Umatilla,57137,2009,63,63.0,69.0,61.4,2960.92,99.7,-118.58997315873016,45.94693225396825,1
OR,Umatilla,58324,2009,43,98.9,80.0,93.0,6792.91,126.5,-118.58944032558139,45.911219139534886,1
OR,Umatilla,59076,2016,6,9.9,80.0,103.0,8332.29,131.4,-118.47112916666667,45.89155983333333,1
OR,Union,56623,2008,59,97.35,70.0,82.0,5281.02,110.9,-117.80782603278689,45.08408262295082,0
PA,Blair,56451,2009,40,80.0,78.0,87.0,5944.68,121.58749999999999,-78.592568375,40.351986000000004,0
PA,Blair,56651,2009,40,80.0,78.0,87.0,5944.68,121.6,-78.5442599375,40.420916749999996,0
PA,Blair,57268,2011,19,38.0,80.3157894736842,87.3157894736842,5988.58,124.07368421052632,-78.4798527368421,40.52060442105263,0
PA,Blair,57285,2012,25,50.0,100.0,90.0,6361.73,145.1,-78.2854088125,40.7249731875,0
PA,Bradford,57044,2009,67,100.5,80.0,77.0,4656.63,118.6,-76.854528375,41.7584345,0
PA,Cambria,56451,2009,40,80.0,78.0,87.0,5944.68,121.596875,-78.58809425,40.3732269375,0
PA,Cambria,56651,2009,40,80.0,78.0,87.0,5944.68,121.59444444444443,-78.59341633333332,40.39586261111111,0
PA,Cambria,57139,2009,25,62.5,80.0,90.0,6361.73,125.0,-78.70028927999999,40.27493636,0
PA,Cambria,57991,2012,30,75.0,100.0,100.0,7853.98,150.0,-78.6784971,40.32184556666667,0
PA,Cambria,57999,2012,15,30.0,99.33333333333333,97.0,7389.81,147.73999999999998,-78.69193366666667,40.637958133333335,0
PA,Centre,57285,2012,25,50.0,100.0,90.0,6361.73,145.1,-78.24184077777778,40.75138111111111,0
PA,Columbia,56770,2006,13,26.0,78.0,87.0,5944.68,121.6,-76.31544799999999,40.812435,0
PA,Fayette,55805,2001,10,15.0,65.5,70.5,3903.63,100.8,-79.3903121,39.9213804,1
PA,Fayette,56796,2012,23,46.0,78.0,87.0,5944.68,121.6,-79.73227560869566,39.75172252173913,1
PA,Lancaster,57182,2011,2,3.2,80.0,82.5,5345.62,121.3,-76.45589849999999,39.9590915,0
PA,Luzerne,56299,2006,12,24.0,78.0,87.0,5944.68,121.59999999999998,-75.75191808333334,41.237073333333335,1
PA,Lycoming,57744,2012,30,69.0,80.0,101.0,8011.85,130.5,-77.03009863333334,41.5319773,1
PA,Potter,60551,2019,25,90.0,125.96,137.0,14741.14,194.56,-77.67979832,41.89435388,0
PA,Schuylkill,56470,2009,51,102.0,78.0,83.0,5410.61,119.5,-76.12778253846153,40.854878,1
PA,Schuylkill,56770,2009,51,102.0,78.0,83.69565217391305,5503.491739130434,119.86521739130436,-76.21898982608695,40.83368873913044,1
PA,Somerset,55803,2001,6,9.0,65.0,70.5,3903.6299999999997,100.3,-79.011551,39.979899833333334,1
PA,Somerset,56052,2003,20,30.0,80.0,70.5,3903.63,115.2,-79.00325695000001,39.789366799999996,1
PA,Somerset,56369,2007,23,34.5,80.0,77.0,4656.63,118.6,-79.12841560869565,39.859527695652176,1
PA,Somerset,56699,2008,14,29.4,79.0,88.0,6082.12,123.1,-78.86170085714285,40.098299,1
PA,Somerset,56700,2008,18,37.8,79.0,88.0,6082.12,123.09999999999998,-78.93211927777777,39.86524722222222,1
PA,Somerset,56980,2009,35,52.5,80.0,77.0,4656.63,118.59714285714284,-78.81517034285714,40.03097642857143,1
PA,Somerset,57998,2012,68,139.4,92.02941176470588,92.5,6720.06,138.29705882352943,-78.87061597058823,39.76643802941176,1
PA,Somerset,60329,2016,14,39.9,98.3,103.0,8332.29,149.7,-79.19253335714286,39.74010471428572,1
PA,Tioga,57044,2009,67,100.5,80.0,77.0,4656.63,118.5925925925926,-76.94369325925926,41.75115962962963,0
PA,Wayne,56001,2003,43,64.5,65.0,70.5,3903.63,100.3,-75.43673939534884,41.596857279069766,0
PA,Wyoming,57769,2012,88,140.8,94.77272727272727,82.5,5345.62,135.92499999999998,-76.07719257954545,41.46764411363636,0
PR,Bayamon Municipio,61254,2013,3,0.83,55.0,32.0,804.25,71.0,-66.128632,18.416002,0
PR,Ceiba Municipio,61254,2013,3,0.83,55.0,32.0,804.25,71.0,-65.610001,18.231634,0
PR,Guaynabo Municipio,61254,2013,3,0.83,55.0,32.0,804.25,71.0,-66.115952,18.407097,0
PR,Naguabo Municipio,61132,2012,13,23.4,80.0,100.0,7853.98,130.1,-65.69705092307693,18.19496353846154,0
PR,Santa Isabel Municipio,61014,2012,44,101.2,80.0,108.0,9160.88,134.1,-66.39032075,17.984862636363633,0
RI,Kent,59301,2016,1,1.5,85.0,82.3,5319.73,126.2,-71.707817,41.675499,0
RI,Kent,59302,2016,3,4.5,85.0,82.3,5319.73,126.2,-71.70442233333334,41.669746333333336,0
RI,Kent,59305,2016,1,1.5,85.0,82.3,5319.73,126.2,-71.721161,41.695499,0
RI,Kent,59306,2016,1,1.5,85.0,82.3,5319.73,126.2,-71.729477,41.686527,0
RI,Kent,59313,2017,1,1.5,85.0,82.3,5319.73,126.2,-71.699883,41.659916,0
RI,Kent,59314,2016,3,4.5,85.0,82.3,5319.73,126.2,-71.70453400000001,41.66881166666666,0
RI,Newport,61002,2016,1,1.5,85.0,82.3,5319.73,126.2,-71.25132,41.614353,0
RI,Providence,59692,2012,3,4.5,70.0,82.0,5281.02,110.90000000000002,-71.38906633333333,41.79422366666667,0
RI,Providence,62106,2018,1,3.0,98.0,120.0,11309.73,157.9,-71.529739,41.797844,0
RI,Providence,62107,2018,1,3.0,98.0,120.0,11309.73,157.9,-71.539963,41.794582,0
RI,Providence,62108,2018,1,3.0,98.0,120.0,11309.73,157.9,-71.530624,41.793526,0
RI,Providence,62109,2018,1,3.0,98.0,120.0,11309.73,157.9,-71.535828,41.79607,0
RI,Providence,62110,2018,1,3.0,98.0,120.0,11309.73,157.9,-71.540657,41.79845,0
RI,Providence,62111,2018,1,3.0,98.0,120.0,11309.73,157.9,-71.536224,41.800133,0
RI,Providence,62112,2018,1,3.0,98.0,120.0,11309.73,157.9,-71.549332,41.799068,0
RI,Providence,65478,2021,1,1.5,58.0,82.0,5281.02,99.2,-71.38443,41.787125,0
RI,Providence,65479,2021,2,3.0,58.0,82.0,5281.02,99.2,-71.3851435,41.787777,0
RI,Washington,58035,2016,5,30.0,106.0,150.0,17671.46,181.1,-71.5218874,41.115392199999995,0
RI,Washington,59295,2012,1,1.5,85.0,82.0,5281.02,125.9,-71.4869,41.581593,0
SD,Aurora,56608,2011,101,151.5,80.0,77.0,4656.63,118.59811320754717,-98.77146135849057,43.89724033962264,0
SD,Aurora,61745,2018,9,20.7,80.0,116.0,10568.32,138.1,-98.75530322222222,43.71631522222222,0
SD,Bon Homme,59187,2015,43,79.55,80.0,87.0,5944.68,123.4,-98.070656875,43.161117625,1
SD,Bon Homme,62247,2020,57,216.6,110.0,137.0,14741.14,178.6,-98.03755345454545,43.10386739393939,1
SD,Brookings,56459,2007,36,54.0,80.0,77.0,4656.63,118.59999999999998,-96.47687625,44.33581752777778,1
SD,Brookings,56792,2009,24,50.4,79.0,88.0,6082.12,123.09999999999998,-96.48004470833332,44.421946041666665,1
SD,Brookings,57424,2010,105,210.0,78.0,87.0,5944.68,121.60000000000001,-96.63021692592592,44.51873641975308,1
SD,Brookings,61047,2019,39,96.7,89.07894736842105,126.13157894736842,12501.950263157896,152.06052631578947,-96.56828671052632,44.44530257894737,1
SD,Brule,7974,2001,2,2.6,60.0,60.0,2827.43,89.9,-99.247841,43.848543,0
SD,Brule,56608,2011,58,87.0,80.0,77.0,4656.63,118.6,-98.83261364285714,43.86810807142857,0
SD,Brule,61746,2018,9,20.7,80.0,116.0,10568.32,138.1,-98.92246922222222,43.71455511111111,0
SD,Butte,62431,2020,38,106.4,89.0,127.0,12667.69,152.4,-103.2479210263158,44.867931342105265,0
SD,Campbell,59655,2015,55,95.0,80.0,103.0,8332.29,131.4,-100.27516132727273,45.78931663636363,0
SD,Charles Mix,59187,2015,43,79.55,80.0,87.0,5944.68,123.39999999999999,-98.09691252631579,43.16846310526316,0
SD,Charles Mix,62247,2020,57,216.6,110.0,137.0,14741.14,178.6,-98.12994631578948,43.10863684210526,0
SD,Clark,59435,2014,11,19.5,80.0,87.0,5944.68,123.4,-97.74620609090908,44.94311290909091,1
SD,Clark,60505,2019,77,209.44,90.0,116.0,10568.32,148.1,-97.85445751948052,45.09911033766234,1
SD,Codington,60503,2019,87,200.1,90.0,116.0,10568.32,148.1,-96.95834468115943,45.0493040289855,1
SD,Codington,63269,2020,88,200.6,88.59649122807018,116.0,10568.32,146.69649122807016,-96.92281589473684,44.934384421052634,1
SD,Day,57194,2010,66,105.6,80.0,91.0,6503.88,125.60000000000001,-97.90237689393939,45.2213103030303,0
SD,Deuel,57424,2010,105,210.0,78.0,87.0,5944.68,121.59999999999998,-96.63460979166666,44.551355083333334,1
SD,Deuel,61046,2021,56,155.0,89.10714285714286,125.82142857142857,12442.757500000002,151.93928571428572,-96.70130637499999,44.62416448214286,1
SD,Deuel,62943,2021,109,301.14,89.0,127.0,12667.689999999999,152.4,-96.58947043564356,44.88151951485148,1
SD,Deuel,63269,2020,88,200.6,89.65517241379311,116.0,10568.32,147.7551724137931,-96.85932713793103,44.904099413793105,1
SD,Grant,60503,2019,87,200.1,90.0,116.0,10568.32,148.1,-96.83522844444445,45.06417338888889,1
SD,Grant,63102,2021,32,153.6,108.0,149.0,17436.63,182.6,-97.1141085,45.269843875,1
SD,Grant,63269,2020,88,200.6,90.0,116.0,10568.32,148.1,-96.8766935,44.9905145,1
SD,Hand,57045,2009,10,25.0,80.0,89.0,6221.14,124.4,-99.13610220000001,44.4766326,0
SD,Hutchinson,59187,2015,43,79.55,80.0,87.0,5944.68,123.4,-98.0562039375,43.1897865625,0
SD,Hutchinson,62247,2020,57,216.6,110.0,137.0,14741.14,178.6,-98.00921020000001,43.179383200000004,0
SD,Hyde,56092,2003,27,40.5,65.0,70.5,3903.6300000000006,100.3,-99.46093829629629,44.36571740740741,1
SD,Hyde,63103,2020,92,250.24,90.0,116.0,10568.32,148.1,-99.55868503658537,44.44650224390244,1
SD,Jerauld,56608,2011,58,87.0,80.0,77.0,4656.63,118.6,-98.73006437037037,43.94251385185185,0
SD,Jerauld,56650,2009,34,51.0,80.0,91.0,6503.88,125.6,-98.5967795882353,44.00078714705882,0
SD,McPherson,56669,2008,59,88.5,80.0,82.0,5281.02,121.0,-99.02012854237289,45.911636423728815,1
SD,Roberts,63102,2021,32,153.6,108.0,149.0,17436.63,182.59999999999997,-97.12298876923077,45.31334407692308,0
TN,Anderson,56493,2004,15,27.0,80.0,80.0,5026.55,120.1,-84.34895426666667,36.12700653333333,0
TX,Andrews,62630,2020,57,160.74,89.0,127.0,12667.69,152.40188679245284,-102.93688643396226,32.390427905660374,0
TX,Archer,57520,2012,90,198.0,80.0,110.0,9503.32,135.0,-98.6946121,33.42282026666667,0
TX,Archer,57974,2012,100,162.0,80.0,91.0,6503.88,125.6,-98.57871386000001,33.5035497,0
TX,Archer,59238,2014,28,64.4,80.0,108.0,9160.88,134.1,-98.500379,33.50107257142857,0
TX,Armstrong,58681,2015,75,150.0,80.0,110.0,9503.32,135.0,-101.43768214705882,35.161559294117644,0
TX,Bailey,60270,2018,43,148.35,87.0,126.0,12468.98,150.0,-102.65880982857144,34.057228342857144,0
TX,Baylor,59732,2015,50,150.0,92.0,116.0,10568.32,150.0,-99.39286254000001,33.644481479999996,0
TX,Baylor,59733,2015,50,150.0,92.0,116.0,10568.32,150.0,-99.468076,33.637233333333334,0
TX,Baylor,62227,2019,12,30.24,89.0,127.0,12667.69,152.4,-99.19340383333333,33.578152833333334,0
TX,Baylor,62411,2021,80,225.6,89.0,127.0,12667.69,152.4,-99.4696425,33.6114825,0
TX,Baylor,64149,2021,130,366.6,89.0,127.0,12667.69,152.4,-99.06588262500001,33.8189835,0
TX,Bee,61343,2019,124,307.46,89.62068965517241,120.17241379310344,11364.632758620688,149.73103448275862,-97.74064655172414,28.17741331034483,0
TX,Bee,63738,2022,66,264.0,105.0,150.0,17671.46,180.0,-97.94064021212121,28.61926572727273,0
TX,Borden,56111,2003,160,160.0,60.0,61.4,2960.92,90.8,-101.326675,32.94392,0
TX,Borden,56457,2017,56,84.0,80.0,87.0,5944.680000000001,123.4,-101.21251953333334,32.947247233333336,0
TX,Borden,56956,2008,180,180.0,69.0,61.4,2960.92,99.7,-101.58032834444445,32.93194607777778,0
TX,Borden,57983,2014,118,211.22,80.0,100.0,7853.98,130.1,-101.65037957407407,32.90267434259259,0
TX,Borden,59332,2015,118,211.22,80.0,100.0,7853.9800000000005,130.1,-101.68423685714286,32.69372714285714,0
TX,Borden,61417,2019,79,158.0,94.0,116.0,10568.32,152.1,-101.24087102777779,32.882035583333334,0
TX,Briscoe,58772,2015,100,200.0,80.0,100.0,7853.98,130.1,-101.25290904761906,34.33081807142857,0
TX,Briscoe,59734,2015,81,150.0,80.0,87.0,5944.68,123.39999999999999,-101.31016707407407,34.37560908641975,0
TX,Callahan,56483,2008,78,156.0,78.0,87.0,5944.68,121.6,-99.50464351851852,32.49589540740741,0
TX,Callahan,62809,2021,69,345.0,90.0,145.0,16513.0,162.5,-99.4932568115942,32.458461101449274,0
TX,Cameron,57751,2012,87,200.1,98.1,108.0,9160.88,152.1,-97.5785034,26.298300949999998,0
TX,Cameron,59118,2015,55,165.0,87.5,125.0,12271.85,150.0,-97.48520967272727,26.192765018181817,0
TX,Cameron,59712,2016,31,93.0,87.5,125.0,12271.85,150.0,-97.36886216129032,26.111246387096774,0
TX,Cameron,61773,2019,46,144.9,87.5,125.0,12271.85,150.0,-97.48015039130435,26.300864413043477,0
TX,Cameron,62855,2021,109,236.6,92.0,120.0,11309.73,152.1,-97.77256375,26.30019625,0
TX,Cameron,62909,2021,108,234.4,92.4054054054054,118.64864864864865,11065.62054054054,151.8108108108108,-97.80612702702703,26.315451648648647,0
TX,Cameron,63624,2021,62,195.3,87.5,125.0,12271.85,150.0,-97.5070274909091,26.245657072727273,0
TX,Carson,55579,2001,80,80.0,69.0,57.0,2551.76,97.5,-101.2300212,35.466837675,0
TX,Carson,56648,2009,53,84.8,80.0,91.0,6503.88,125.59999999999998,-101.52562532075471,35.403326188679245,0
TX,Carson,56834,2008,8,10.0,72.0,64.0,3216.99,103.9,-101.535778875,35.346068875,0
TX,Carson,58242,2014,118,218.3,80.0,99.45762711864407,7852.595254237288,129.74745762711865,-101.33455064406779,35.43523391525424,0
TX,Carson,58363,2012,51,79.6,80.0,82.5,5345.62,121.3,-101.58776929411765,35.38981603921568,0
TX,Carson,58404,2014,5,11.5,80.0,101.0,8011.85,130.5,-101.5324112,35.322693,0
TX,Carson,58596,2014,118,211.22,80.0,100.0,7853.98,130.1,-101.19392462711863,35.25837463559322,0
TX,Carson,58681,2015,75,150.0,80.0,110.0,9503.32,135.0,-101.47898734146341,35.20772095121951,0
TX,Carson,58720,2014,118,218.3,80.0,89.39240506329114,6311.08253164557,124.61898734177215,-101.25453197468354,35.41985665822785,0
TX,Carson,59068,2016,112,200.48,80.0,100.0,7853.979999999999,130.1,-101.13162335820896,35.332322014925374,0
TX,Castro,59621,2015,162,299.7,80.0,87.0,5944.68,123.40061728395062,-102.24931347530864,34.712265246913574,0
TX,Castro,60414,2017,120,276.0,80.0,116.0,10568.32,138.1,-102.46911675,34.57434908333333,0
TX,Clay,59034,2015,119,204.09,80.0,103.0,8332.29,131.4,-98.37227084873949,33.50763267226891,0
TX,Cochran,61674,2018,67,150.59,80.0,114.83582089552239,10368.078507462687,137.5,-102.90619701492537,33.53746682089552,0
TX,Coke,56754,2009,80,80.0,72.46739130434783,71.04565217391304,4123.028804347827,107.95869565217392,-100.79715095652173,31.952474293478257,0
TX,Coke,56763,2017,207,361.7,80.0,91.0,6503.88,125.60000000000001,-100.80225812121212,31.890272,0
TX,Coke,63209,2020,191,525.02,89.71204188481676,119.16753926701571,11172.850628272252,149.33821989528795,-100.64293207853403,31.80976548167539,0
TX,Comanche,59442,2015,87,200.1,80.0,108.0,9160.88,134.1,-98.69413706896552,31.817490839080456,0
TX,Comanche,61212,2018,100,200.0,95.0,110.0,9503.32,150.0,-98.60244308333334,31.718861,0
TX,Concho,61001,2018,43,148.35,87.0,126.0,12468.98,150.0,-100.01763153488372,31.111067000000002,0
TX,Concho,62853,2020,127,492.0,102.32283464566929,141.8740157480315,15935.716850393701,173.351968503937,-99.84512219685038,31.263177732283467,0
TX,Cooke,58080,2008,75,120.0,80.0,91.0,6503.88,125.6,-97.40643830666667,33.731779573333334,0
TX,Cooke,60502,2016,52,125.58,80.0,108.0,9160.88,134.1,-97.37071973076922,33.699249942307695,0
TX,Cooke,62715,2021,52,180.08,81.875,132.75,13928.145769230769,148.23076923076923,-97.34624834615384,33.560362576923076,0
TX,Crockett,62259,2019,120,300.0,89.0,127.0,12667.69,152.4,-101.71904224369749,31.015445294117647,0
TX,Crockett,62562,2020,142,449.94,84.19117647058823,123.5,12007.331764705883,145.975,-101.92370120588235,31.04940623529412,0
TX,Crockett,64710,2021,180,507.6,89.0,127.0,12667.69,152.4,-101.27515647777778,30.909049099999997,0
TX,Crosby,57474,2011,5,10.0,80.0,86.8,5917.38,123.4,-101.3858154,33.661302,0
TX,Crosby,58766,2016,150,257.25,80.0,103.0,8332.29,131.4,-101.10839830882352,33.80322495588236,0
TX,Crosby,59244,2018,36,80.46,80.0,114.375,10288.81625,137.2625,-101.47873684375,33.7415011875,0
TX,Crosby,59417,2015,11,19.8,80.0,97.9090909090909,7544.748181818181,129.0090909090909,-101.4547680909091,33.74534409090909,0
TX,Dawson,59332,2015,118,211.22,80.0,100.0,7853.98,130.1,-101.75183772072073,32.71734982882883,0
TX,Deaf Smith,58773,2014,104,199.9,87.21153846153847,93.25,6862.612692307692,133.8326923076923,-102.26297020192307,34.7657763173077,0
TX,Deaf Smith,60145,2017,36,82.8,80.0,108.0,9160.88,134.1,-102.97718255555554,34.79491277777778,0
TX,Deaf Smith,63030,2019,87,200.1,80.0,108.0,9160.88,134.1,-102.29613061904762,35.17783966666667,0
TX,Dickens,56773,2008,100,150.0,80.0,77.0,4656.63,118.6,-100.98416856,33.76395849,0
TX,Donley,60657,2016,87,174.0,80.0,100.0,7853.98,130.1,-100.93090298360656,35.16331273770492,0
TX,Duval,61969,2018,120,300.0,89.0,127.0,12667.69,152.4,-98.7614399607843,27.620296607843137,0
TX,Eastland,56771,2008,24,48.0,80.0,110.0,9503.32,135.0,-98.4889425625,32.337044375,0
TX,Ector,56961,2009,96,152.61,80.0,77.0,4656.63,118.59999999999998,-102.78752477777778,31.934017444444446,0
TX,Erath,56771,2008,24,48.0,80.0,110.0,9503.32,135.0,-98.44293025,32.32735725,0
TX,Erath,60983,2017,29,100.05,87.0,125.06896551724138,12291.291034482758,149.5241379310345,-98.39685386206897,32.36647513793103,0
TX,Fisher,56981,2009,166,249.0,80.0,77.0,4656.629999999999,118.6,-100.63787120689656,32.5765524137931,0
TX,Fisher,56984,2009,197,197.0,69.0,61.4,2960.92,99.7,-100.61876688636363,32.534107636363636,0
TX,Fisher,62142,2020,96,250.12,83.70588235294117,111.11764705882354,9836.095882352942,139.28235294117647,-100.57863076470588,32.89840685294117,0
TX,Fisher,62587,2020,118,418.9,101.5,132.0,13684.78,167.6,-100.55880743220338,32.584458822033895,0
TX,Floyd,56673,2007,26,59.8,80.0,93.0,6792.91,126.5,-101.09631115384614,34.11667896153846,0
TX,Floyd,58766,2016,150,257.25,80.0,103.0,8332.29,131.4,-101.10204057317073,33.86875536585366,0
TX,Floyd,58772,2015,100,200.0,80.0,100.0,7853.98,130.1,-101.23512536206896,34.29353167241379,0
TX,Floyd,59384,2015,100,200.0,80.0,100.0,7853.98,130.1,-101.34577518,34.101063180000004,0
TX,Floyd,60087,2016,91,300.3,91.5,117.0,10751.32,150.0,-101.36659695604396,34.20573148351648,0
TX,Floyd,60210,2017,21,50.4,80.0,107.0,8992.02,133.5,-101.23732038095238,33.9902320952381,0
TX,Floyd,60366,2017,63,151.2,80.0,107.0,8992.02,133.5,-101.1562050952381,34.02629312698412,0
TX,Foard,61402,2019,139,350.28,89.0,127.0,12667.69,152.4,-99.74134107299271,33.91131767883211,0
TX,Garza,56457,2017,56,84.0,80.0,86.61538461538461,5895.139615384615,123.21538461538464,-101.23648715384616,32.97365146153846,0
TX,Garza,62620,2020,120,338.4,89.0,127.0,12667.69,152.4,-101.52301192682927,33.306976658536584,0
TX,Glasscock,56479,2007,45,90.0,78.0,87.0,5944.68,121.6,-101.34094753571428,31.995223535714285,0
TX,Glasscock,56920,2009,95,153.9,80.0,88.55555555555556,6162.146666666667,124.25555555555556,-101.3204742,31.9451117,0
TX,Glasscock,56921,2008,95,153.9,80.0,87.45283018867924,6007.985660377359,123.6490566037736,-101.42017313207546,32.00646830188679,0
TX,Glasscock,59943,2015,118,207.0,80.0,100.0,7853.98,130.1,-101.44557566949152,31.723092966101696,0
TX,Glasscock,59972,2017,57,196.65,87.0,126.0,12468.98,150.0,-101.59474747368421,31.76515235087719,0
TX,Glasscock,63342,2020,47,162.15,87.0,126.0,12468.98,150.0,-101.67409621276596,31.757655106382977,0
TX,Gray,59068,2016,112,200.48,80.0,100.0,7853.98,130.1,-101.05477875555556,35.32731628888889,0
TX,Gray,60657,2016,87,174.0,80.0,100.0,7853.98,130.1,-100.94891366666667,35.191218,0
TX,Hale,59247,2019,239,478.0,92.65271966527196,115.42259414225941,10465.830460251045,150.4543933054393,-101.65079575732217,33.95008828870293,0
TX,Hansford,56225,2003,1,3.0,80.0,90.0,6361.73,125.0,-101.327888,36.472694,0
TX,Hansford,56560,2008,38,79.8,79.0,88.0,6082.12,123.10000000000001,-101.37542760526316,36.392496289473684,0
TX,Hansford,56905,2009,76,114.0,80.0,77.0,4656.63,118.60000000000001,-101.36424888157894,36.47458296052631,0
TX,Hansford,57517,2012,10,20.0,80.0,80.0,5026.55,120.08999999999999,-101.6047409,36.4984942,0
TX,Hansford,59475,2014,147,249.9,80.0,100.0,7853.98,130.1,-101.09927658333334,36.35885004166666,0
TX,Hardeman,61970,2018,41,99.36,90.0,116.0,10568.32,148.06153846153845,-99.48888230769231,34.225431,0
TX,Hardeman,62566,2019,82,200.2,88.1219512195122,124.65853658536585,12244.724146341463,150.35121951219514,-99.5535338414634,34.178861097560976,0
TX,Hartley,57741,2011,2,4.2,90.0,96.0,7239.015,137.95,-102.2725905,35.749596,0
TX,Haskell,60339,2016,100,230.0,80.0,116.0,10568.32,138.1,-99.54563734567901,33.345785938271604,0
TX,Haskell,60901,2017,100,250.0,90.0,116.0,10568.32,148.1,-99.64713215,33.341394460000004,0
TX,Hemphill,58765,2014,156,288.6,80.0,87.0,5944.68,123.4,-100.47468547540983,35.64536457377049,0
TX,Hidalgo,57617,2016,75,150.0,80.0,110.0,9503.32,135.0,-98.40166009803922,26.499383058823533,0
TX,Hidalgo,62909,2021,108,234.4,92.33333333333333,118.88888888888889,11109.017777777779,151.86666666666667,-97.871182,26.390017666666665,0
TX,Hill,65048,2021,108,301.36,89.8913043478261,125.80434782608695,12439.497608695652,152.87173913043478,-96.87133552173913,31.788916326086955,0
TX,Howard,56776,2016,67,119.93,80.0,100.0,7853.979999999999,130.1,-101.44834114925374,32.48637265671642,0
TX,Howard,56783,2008,53,121.9,80.0,108.0,9160.88,134.1,-101.41413026415094,32.170206188679245,0
TX,Howard,56921,2008,95,153.9,80.0,90.83333333333333,6480.580000000001,125.50833333333333,-101.45617449999999,32.119791166666666,0
TX,Howard,56959,2008,28,58.8,79.0,88.0,6082.12,123.1,-101.39694478571428,32.14280935714286,0
TX,Hutchinson,57263,2010,5,10.0,80.0,80.0,5026.55,120.1,-101.5353912,35.9185728,0
TX,Hutchinson,57264,2010,5,10.0,80.0,80.0,5026.55,120.1,-101.5383334,35.946794800000006,0
TX,Irion,57153,2009,100,160.0,80.0,91.0,6503.88,125.6,-100.71263125,31.121316285714283,0
TX,Irion,60987,2018,120,300.0,90.0,116.0,10568.32,148.1,-101.23748566666667,31.198429066666666,0
TX,Irion,62038,2019,120,302.4,89.0,127.0,12667.69,152.4,-101.13911221666667,31.246611925,0
TX,Jack,57156,2009,60,120.0,78.0,87.0,5944.680000000001,121.59666666666665,-98.3298977,33.07254148333333,0
TX,Jack,57981,2012,75,150.0,100.0,90.0,6361.73,145.1,-98.34701914516128,33.194795629032264,0
TX,Jack,58838,2015,55,110.0,95.0,100.0,7853.98,145.1,-98.16408741818182,33.14851049090909,0
TX,Jim Hogg,59654,2015,39,78.0,80.0,116.0,10568.32,138.1,-98.91187251428572,27.184113514285716,0
TX,Kenedy,56661,2021,118,283.2,80.0,102.03389830508475,8223.728474576272,131.04237288135593,-97.57359,26.97218586440678,0
TX,Kenedy,56795,2009,84,201.6,80.0,92.0,6647.61,125.9,-97.51854201190476,27.081945488095236,0
TX,Kenedy,57095,2010,84,201.6,80.0,92.0,6647.61,125.9,-97.56677248809522,27.114905107142857,0
TX,Kenedy,57927,2015,101,202.0,90.0,97.0,7389.81,138.4,-97.58823323762375,27.171901653465348,0
TX,Kenedy,59063,2018,67,201.0,87.5,125.0,12271.85,150.0,-97.62497058208956,26.91359041791045,0
TX,Kent,58048,2012,12,30.0,80.0,100.0,7853.979999999999,130.1,-100.534629,32.9952473,0
TX,Kent,62142,2020,96,250.12,89.0,127.0,12667.69,152.4,-100.54417756521738,33.03003304347826,0
TX,Kinney,58000,2012,55,99.0,80.0,100.0,7853.98,130.1,-100.19209812727273,29.190197527272726,0
TX,Knox,59733,2015,50,150.0,92.0,116.0,10568.32,150.0,-99.5214059787234,33.65396029787234,0
TX,Knox,60339,2016,100,230.0,80.0,116.0,10568.32,138.1,-99.52364394736843,33.41061747368421,0
TX,Knox,62411,2021,80,225.6,89.0,127.0,12667.69,152.4,-99.57911376923077,33.61027834615384,0
TX,Knox,62765,2020,67,242.8,102.46268656716418,139.43283582089552,15505.074029850746,172.2537313432836,-99.74158228358208,33.732447253731344,0
TX,Knox,64639,2022,65,336.0,119.0,158.30769230769232,19707.21153846154,198.15384615384616,-99.64844955384615,33.741265846153844,0
TX,Lamb,60270,2018,43,148.35,87.0,126.0,12468.98,150.0,-102.59190674999999,34.042038,0
TX,Limestone,63100,2020,100,300.0,82.0,140.0,15393.800000000001,152.1,-96.79526377906977,31.593341837209305,0
TX,Limestone,65048,2021,108,301.36,89.91935483870968,126.11290322580645,12498.385967741937,153.0596774193548,-96.83883262903227,31.709650258064514,0
TX,Lubbock,57259,2010,1,2.5,80.0,90.0,6361.73,125.0,-101.76209,33.569294,0
TX,Lubbock,61848,2008,10,10.0,70.0,54.0,2290.22,96.9,-101.795511,33.5520834,0
TX,Lynn,57983,2015,118,211.22,80.0,100.0,7853.98,130.1,-101.66497124509804,32.990169117647056,0
TX,Lynn,58162,2012,17,61.2,82.0,116.0,10568.32,139.9,-101.69679129411765,33.027281529411766,0
TX,Lynn,61921,2018,120,300.0,89.0,127.0,12667.69,152.4,-101.69159869166667,33.155884183333335,0
TX,Lynn,62620,2020,120,338.4,89.0,127.0,12667.69,152.4,-101.60255034177216,33.31539486075949,0
TX,Martin,56644,2008,80,120.0,80.0,77.0,4656.63,118.6,-101.8146298125,32.2102647875,0
TX,Matagorda,62417,2020,48,151.2,87.5,125.0,12271.850000000002,150.0,-95.90200287234042,28.866219,0
TX,McCulloch,60743,2018,64,160.0,90.0,109.0,9331.32,144.5,-99.53443115625,31.249654953125,0
