t_state,t_county,eia_id,p_year,p_tnum,p_cap,t_hh,t_rd,t_rsa,t_ttlh,xlong,ylat,ordinance
ME,Somerset,57531,2016,56,184.8,94.0,112.0,9852.03,150.0,-69.72977514285714,45.10339197142857,0
ME,Waldo,57130,2008,3,4.5,80.0,77.0,4656.63,118.59999999999998,-69.335261,44.49516033333333,0
ME,Washington,56989,2009,38,57.0,80.0,77.0,4656.63,118.60000000000001,-67.97871015789474,45.52562286842105,0
ME,Washington,56991,2010,17,25.5,80.0,77.0,4656.63,118.6,-67.97098894117647,45.614972823529406,0
MI,Delta,58103,2012,14,28.0,90.0,97.0,7389.81,138.40714285714287,-86.54291578571429,45.79964385714286,0
MI,Delta,62815,2020,21,72.45,84.0,132.0,13684.780000000002,150.0,-86.64466705,45.6988901,0
MI,Emmet,55944,2001,2,1.8,72.0,52.0,2123.72,98.1,-84.73994099999999,45.7618025,1
MI,Gratiot,57421,2012,69,110.4,100.0,82.5,5345.62,141.1,-84.442278046875,43.428271921875,1
MI,Gratiot,58020,2012,34,81.6,91.0,117.0,10751.32,149.4,-84.51723947058824,43.271231176470586,1
MI,Gratiot,58677,2012,69,110.4,100.0,82.5,5345.62,141.1,-84.5321440289855,43.38739176811594,1
MI,Gratiot,58908,2014,21,50.4,91.0,117.0,10751.32,149.4,-84.52104228571429,43.31596333333333,1
MI,Gratiot,61106,2019,65,161.3,90.0,116.0,10568.32,148.1,-84.66500313793104,43.44223024137931,1
MI,Gratiot,62290,2020,68,168.6,88.07352941176471,125.86764705882354,12451.578382352942,150.9279411764706,-84.45323944117646,43.28520105882353,1
MI,Gratiot,63687,2020,60,149.66,87.91379310344827,125.67241379310344,12414.317758620691,150.67758620689656,-84.78549798275861,43.19377001724138,1
MI,Hillsdale,63686,2021,60,166.08,88.1,125.9,12457.753,150.97,-84.47421171666666,41.967994966666666,0
MI,Huron,56416,2008,46,69.0,80.0,77.0,4656.63,118.6,-82.94615454347827,43.7164397173913,1
MI,Huron,56635,2008,32,52.8,80.0,82.0,5281.02,121.0,-83.20871065625,43.83788859375,1
MI,Huron,57851,2012,40,64.0,100.0,100.0,7853.979999999999,150.0,-82.790451875,43.856453875,1
MI,Huron,57853,2012,9,14.4,100.0,100.0,7853.98,150.0,-83.25702577777777,43.874954555555554,1
MI,Huron,57888,2012,33,59.4,95.0,100.0,7853.98,145.1,-83.20806842424243,43.82953903030303,1
MI,Huron,58121,2016,70,112.0,96.0,100.0,7853.98,146.0,-83.16156473,43.876587609999994,1
MI,Huron,58580,2013,44,74.8,80.0,100.0,7853.98,130.09318181818182,-83.31563811363637,43.77030959090909,1
MI,Huron,58690,2017,29,100.05,87.0,126.0,12468.98,150.0,-83.30664672413792,43.81421206896552,1
MI,Huron,58719,2014,44,74.8,80.0,100.0,7853.98,130.1,-83.30756461363636,43.731447045454544,1
MI,Huron,58891,2016,14,29.4,93.0,114.0,10207.03,150.0,-82.77807808333334,43.90552066666667,1
MI,Huron,60883,2017,72,149.0,95.0,110.0,9503.32,150.0,-82.88338709722223,43.96317391666667,1
MI,Isabella,61106,2019,65,161.3,90.0,116.0,10568.32,148.1,-84.65635836111112,43.50823497222222,0
MI,Isabella,63601,2021,136,383.52,111.24264705882354,127.0,12667.69,174.64264705882354,-84.85694461764706,43.69215048529412,0
MI,Mason,57984,2012,56,100.8,80.0,100.0,7853.9800000000005,130.1,-86.35331253571428,43.86887278571429,0
MI,Missaukee,57131,2011,10,20.75,94.16666666666667,92.29166666666667,6690.199166666666,140.3375,-85.30044491666666,44.18347216666667,0
MI,Osceola,57131,2011,10,20.5,96.0,92.6,6734.63,142.34,-85.2612332,44.1581512,0
MI,Saginaw,58351,2012,75,120.0,80.0,90.0,6420.631428571428,125.07142857142857,-83.72602185714285,43.47496614285715,0
MI,Sanilac,56659,2011,50,90.0,95.0,100.0,7853.98,145.1,-82.73299413999999,43.63583800000001,0
MI,Sanilac,57852,2012,20,32.0,96.0,100.0,7853.979999999999,146.0,-82.78185035,43.636657050000004,0
MI,Tuscola,58351,2012,75,120.0,80.0,99.2279411764706,7743.317058823529,129.71176470588236,-83.64559838235294,43.5312245,0
MI,Tuscola,58587,2013,59,100.3,80.0,100.0,7853.98,130.1,-83.55797383050847,43.53617894915254,0
MI,Tuscola,58830,2019,62,110.98,95.08771929824562,107.29824561403508,9092.099999999999,148.7824561403509,-83.44188542105263,43.613985956140354,0
MI,Tuscola,61916,2020,41,102.5,83.22033898305085,116.0,10568.32,141.32033898305085,-83.53966199999999,43.496655355932205,0
MN,Becker,58836,2014,32,48.0,80.0,82.5,5345.62,121.3,-96.16693900000001,46.7359425,0
MN,Chippewa,62291,2018,18,44.6,88.82352941176471,116.0,10568.32,146.9235294117647,-95.57026852941176,44.85781352941177,1
MN,Clay,7855,2001,2,1.5,55.0,48.0,1809.56,79.0,-96.727356,46.895161,1
MN,Clay,55576,2001,3,1.98,65.0,47.0,1734.9399999999998,88.40000000000002,-96.432833,47.00331,1
MN,Clay,58836,2014,32,48.0,80.0,82.5,5345.62,121.3,-96.24290056666668,46.7121203,1
MN,Cottonwood,1998,2007,1,1.25,75.0,64.0,3216.99,107.0,-94.943382,43.940548,1
MN,Cottonwood,56544,2006,12,15.0,63.0,64.0,3216.99,95.09999999999998,-95.04368525,43.960788083333334,1
MN,Cottonwood,56750,2008,20,42.0,80.0,96.0,7238.229999999999,128.0,-95.25642975,44.0565136,1
MN,Cottonwood,56755,2008,10,20.0,79.0,88.0,6082.12,123.1,-94.865016,43.8551178,1
MN,Cottonwood,58657,2016,100,200.0,80.0,110.0,9503.32,135.0,-94.93513256603772,43.870148,1
MN,Dakota,57880,2011,1,2.5,80.0,96.0,7238.23,128.0,-93.048073,44.728298,0
MN,Dodge,56054,2003,24,22.8,68.78048780487805,56.829268292682926,2583.231707317073,97.13658536585366,-92.85051370731708,43.976736975609754,0
MN,Dodge,59201,2015,100,200.0,95.0,100.0,7853.98,145.1,-92.820214,43.8669535,0
MN,Faribault,56580,2006,2,2.5,78.0,64.0,3216.99,110.0,-94.15361,43.655834,0
MN,Faribault,56581,2006,2,2.5,78.0,64.0,3216.99,110.0,-94.156387,43.655834,0
MN,Faribault,57289,2012,18,36.0,90.0,97.0,7389.810000000001,138.4,-94.21758566666666,43.623463944444445,0
MN,Freeborn,57198,2011,122,201.3,80.0,82.0,5281.02,121.0,-93.46285785245901,43.757521877049186,1
MN,Freeborn,64130,2020,1,2.5,80.0,116.0,10568.32,138.0,-93.307907,43.580902,1
MN,Freeborn,64623,2021,22,48.4,80.0,120.0,11309.730000000001,139.9,-93.18849945833334,43.57052679166667,1
MN,Grant,57274,2010,10,20.0,79.0,88.0,6082.12,123.1,-95.89735040000001,45.8079831,0
MN,Jackson,56210,2004,6,5.7,70.0,54.0,2290.22,96.90000000000002,-95.37553916666667,43.65132766666667,0
MN,Jackson,56296,2005,67,107.2,80.0,91.0,6503.88,125.6,-94.88498370370371,43.786194111111115,0
MN,Jackson,56628,2008,10,21.0,79.0,88.0,6082.12,123.1,-95.4121475,43.6158234,0
MN,Jackson,56712,2008,4,8.4,79.0,88.0,6082.12,123.1,-95.364763,43.6258125,0
MN,Jackson,56793,2008,66,99.0,80.0,77.0,4656.63,118.6,-94.94075274242425,43.75909698484849,0
MN,Jackson,57374,2011,137,205.5,80.0,77.0,4656.63,118.6,-95.14048560583942,43.67217284671533,0
MN,Jackson,57649,2010,62,148.8,80.0,95.0,7088.22,127.4,-94.89452775555557,43.691865066666665,0
MN,Jackson,58657,2016,100,200.0,80.0,110.0,9503.32,135.0,-94.9402989787234,43.83075463829787,0
MN,Jackson,58691,2016,6,13.0,80.0,116.0,10568.32,138.1,-95.41387050000002,43.59587783333333,0
MN,Kandiyohi,2022,2009,2,4.0,80.0,80.0,5026.55,120.1,-95.0074615,45.158009,1
MN,Lincoln,55574,2001,24,15.84,65.0,47.0,1734.9399999999998,88.40000000000002,-96.22224695833334,44.22468799999999,0
MN,Lincoln,56459,2007,64,96.0,80.0,77.0,4656.63,118.6,-96.3857808125,44.289895828125,0
MN,Lincoln,56595,2006,7,8.75,73.28571428571429,64.0,3216.9900000000002,105.5,-96.38780442857144,44.299740285714286,0
MN,Lincoln,57385,2011,12,24.0,80.0,110.0,9503.32,135.0,-96.40674908333334,44.24896708333333,0
MN,Lincoln,60504,2020,100,200.0,80.0,119.0909090909091,11145.51090909091,139.45454545454547,-96.37630084848486,44.5379274040404,0
MN,Lincoln,61357,2017,100,200.0,80.0,105.0,8678.65,132.55,-96.15945417,44.474784410000005,0
MN,Lincoln,61650,2021,100,218.0,80.0,119.0,11129.089,139.41,-96.32119655000001,44.44472033,0
MN,Lyon,56826,2008,9,18.9,79.0,88.0,6082.12,123.09999999999998,-95.815757,44.32869177777778,1
MN,Martin,56296,2005,67,107.2,80.0,91.0,6503.88,125.6,-94.83284284999999,43.798636925,1
MN,Martin,56415,2005,2,3.3,70.0,68.0,3785.62,103.95,-94.44686325,43.573845750000004,1
MN,Martin,57649,2010,62,148.8,80.0,95.0,7088.22,127.4,-94.83878100000001,43.72252141176471,1
MN,Meeker,57375,2011,12,19.8,80.0,85.5,5741.46,122.8,-94.72384258333334,44.91498441666667,0
MN,Meeker,57396,2011,12,19.8,80.0,85.5,5741.46,122.8,-94.74292558333333,45.06810050000001,0
MN,Mower,56307,2004,9,13.5,71.0,79.0,4906.386,110.55999999999999,-92.72393533333334,43.546850533333334,0
MN,Mower,56424,2006,43,98.9,80.0,108.0,9160.88,134.1,-92.59683030232559,43.61101811627907,0
MN,Mower,56494,2008,60,99.0,80.0,82.0,5281.02,121.0,-92.6040781967213,43.65548947540983,0
MN,Mower,56876,2008,67,100.5,80.0,77.0,4656.63,118.6,-92.66840035820896,43.69604419402985,0
MN,Mower,56994,2008,67,100.5,80.0,77.0,4656.63,118.6,-92.6777932238806,43.766714164179106,0
MN,Mower,59201,2015,100,200.0,95.0,100.0,7853.98,145.1,-92.78640155681818,43.77447629545455,0
MN,Murray,55980,2001,3,1.98,65.0,47.0,1734.9399999999998,88.40000000000002,-95.951027,43.90069233333333,1
MN,Murray,55981,2001,3,1.98,65.0,47.0,1734.9399999999998,88.40000000000002,-95.95566033333334,43.92022566666666,1
MN,Murray,56142,2003,57,85.5,80.0,70.5,3903.63,115.20000000000002,-96.05421961538461,44.038618692307686,1
MN,Murray,56174,2003,34,51.0,65.0,70.5,3903.63,100.29999999999998,-96.05164253846154,44.06844580769231,1
MN,Murray,56543,2006,8,10.0,68.5625,64.0,3216.99,100.525,-95.91802787499999,43.940838375,1
MN,Murray,56617,2007,137,205.5,80.0,77.0,4656.63,118.6,-95.95627879487179,43.88047258119658,1
MN,Murray,56794,2009,33,49.5,80.0,77.0,4656.63,118.6,-96.03213484615384,44.089010538461544,1
MN,Murray,57386,2010,11,25.3,80.0,93.0,6792.91,126.5,-96.02870433333334,44.046074,1
MN,Murray,57434,2011,5,10.0,78.0,87.0,5944.68,121.6,-96.021283,43.9025702,1
MN,Murray,62269,2018,13,34.13,85.0,120.0,11309.730000000001,145.1,-96.051079,43.96404533333333,1
MN,Nobles,2024,2003,4,3.6,70.0,52.666666666666664,2179.22,96.3,-95.67885833333334,43.6213415,1
MN,Nobles,55782,2001,1,1.5,70.0,72.0,4071.5,106.1,-95.853493,43.754791,1
MN,Nobles,56590,2006,5,6.25,74.1,64.0,3216.99,106.16,-95.77806100000001,43.5834544,1
MN,Nobles,56617,2007,137,205.5,80.0,77.0,4656.63,118.6,-95.91395115,43.833777149999996,1
MN,Nobles,57047,2010,134,201.0,80.0,77.0,4656.63,118.6,-95.78957449253731,43.68387229850747,1
MN,Nobles,58045,2012,15,30.75,100.0,92.5,6720.06,146.3,-95.80528819999999,43.715421799999994,1
MN,Nobles,62364,2020,74,250.4,81.72972972972973,132.48648648648648,13847.882162162161,147.97297297297297,-95.85068244594595,43.79971325675676,1
MN,Pipestone,55265,2019,44,100.2,89.0909090909091,116.0,10568.32,147.1909090909091,-96.16141556818182,44.14969845454545,1
MN,Pipestone,55342,2018,4,9.2,80.0,116.0,10568.32,138.1,-96.075035,43.990719,1
MN,Pipestone,55809,2001,2,1.5,55.0,48.0,1809.56,78.9,-96.113968,44.0123155,1
MN,Pipestone,56174,2003,34,51.0,65.0,70.5,3903.63,100.3,-96.06937975,44.061554625,1
MN,Pipestone,56203,2003,18,17.1,63.0,64.0,3216.99,95.1,-96.16232127777778,44.0072095,1
MN,Pipestone,56413,2004,5,8.25,70.0,82.0,5281.02,110.9,-96.4356214,44.0215186,1
MN,Pipestone,56577,2006,1,2.0,53.0,50.0,1963.5,78.0,-96.136215,44.150887,1
MN,Pipestone,56794,2009,33,49.5,80.0,77.0,4656.63,118.6,-96.0888119,44.125471649999994,1
MN,Pipestone,57351,2009,3,4.5,65.0,70.0,3848.4499999999994,100.0,-96.42322533333333,43.981326,1
MN,Pipestone,57386,2010,11,25.3,80.0,93.0,6792.910000000001,126.5,-96.073094,44.013373,1
MN,Pipestone,61788,2009,1,2.0,80.0,80.0,5026.55,120.0,-96.193085,43.9128,1
MN,Pipestone,62269,2019,26,66.63,84.30555555555556,118.33333333333333,11011.27861111111,143.5722222222222,-96.12157780555555,44.04499005555556,1
MN,Redwood,56414,2005,2,3.3,70.0,82.0,5281.02,110.9,-95.175896,44.5030425,1
MN,Rice,57296,2011,1,1.65,80.0,82.25,5313.32,121.15,-93.120903,44.463867,0
MN,Rice,58995,2006,1,1.65,80.0,82.0,5281.02,121.0,-93.192368,44.462383,0
MN,Rock,56002,2002,4,3.8,70.0,54.0,2290.22,96.9,-96.3088435,43.5551175,0
MN,Rock,57644,2012,119,199.92,80.0,82.5,5345.62,121.3,-96.28542052941177,43.79704254621849,0
MN,Rock,63460,2020,2,5.0,80.0,116.0,10568.32,138.1,-96.270069,43.6361845,0
MN,Scott,60919,2009,1,1.5,80.0,77.0,4656.63,118.6,-93.482994,44.736092,0
MN,St. Louis,56630,2008,10,25.0,80.0,96.0,7238.229999999999,128.0,-92.59941180000001,47.573582099999996,0
MN,Stearns,58692,2016,39,78.0,80.0,110.0,9503.32,135.0,-95.01187956410256,45.654480743589744,1
MN,Stearns,61384,2011,1,0.6,50.0,48.0,1809.56,74.1,-94.208275,45.577091,1
MN,Steele,57432,2011,24,43.2,80.0,90.0,6361.73,125.0,-93.12550895833334,43.91552091666667,0
MN,Stevens,57732,2011,1,1.65,80.0,82.0,5281.02,121.0,-95.877892,45.58469,1
MN,Stevens,57823,2005,1,1.65,70.0,82.0,5281.02,110.9,-95.877083,45.589645,1
MN,Watonwan,56755,2008,10,20.0,79.0,88.0,6082.12,123.1,-94.8543488,43.869994399999996,0
MN,Winona,57547,2011,2,1.5,68.0,57.0,2551.76,96.6,-91.920692,44.115391,0
MN,Winona,57813,2011,2,5.0,80.0,96.0,7238.23,128.0,-91.87178800000001,43.9947945,0
MO,Adair,62563,2020,175,400.0,92.21176470588236,119.15294117647059,11155.385294117646,151.87764705882353,-92.45966503529412,40.29561003529412,0
MO,Atchison,56536,2008,24,50.4,79.0,88.0,6082.12,123.09999999999998,-95.46764179166667,40.44951004166666,0
MO,Atchison,56538,2008,4,5.0,72.0,64.0,3216.99,103.9,-95.538866,40.411967000000004,0
MO,Atchison,56767,2009,73,146.0,78.0,87.0,5944.68,121.6,-95.45311028767124,40.55612779452055,0
MO,Atchison,60655,2017,150,300.0,95.0,110.0,9503.32,150.0,-95.24145483333334,40.438214466666665,0
MO,Atchison,63574,2021,91,298.6,94.01098901098901,134.83516483516485,14517.783296703297,161.46043956043957,-95.38585335164836,40.52823439560439,0
MO,Barton,62478,2020,69,149.4,121.65217391304348,118.26086956521739,10995.571739130433,180.7826086956522,-94.4820372173913,37.41728068115942,0
MO,Dade,62475,2021,69,149.4,121.38461538461539,116.92307692307692,10753.91153846154,179.84615384615384,-94.0091746923077,37.304160230769234,0
MO,DeKalb,57189,2010,99,148.5,80.0,82.5,5345.62,121.3,-94.50754508,39.98894686,0
MO,DeKalb,60672,2016,97,200.91,93.06666666666666,114.93333333333334,10387.364,150.632,-94.44605442666666,39.84087217333333,0
MO,Gentry,56555,2007,27,56.7,80.0,88.0,6082.12,124.1,-94.49275148148148,40.08592629629629,0
MO,Jasper,62475,2021,69,149.4,122.0,120.0,11309.73,182.0,-94.09078635483871,37.29001161290323,0
MO,Lawrence,62475,2021,69,149.4,121.36,116.8,10731.6788,179.76,-94.016593,37.2676102,0
MO,Nodaway,56537,2008,24,50.4,79.0,88.0,6082.12,123.09999999999998,-94.67361733333333,40.21345145833333,0
MO,Nodaway,62624,2020,89,236.5,105.41573033707866,126.65168539325843,12629.007865168538,168.65393258426968,-94.97294606741572,40.26472841573034,0
MO,Nodaway,63025,2020,111,242.0,90.8108108108108,119.009009009009,11130.716396396396,150.40540540540542,-94.90593416216217,40.47730452252252,0
MO,Schuyler,62563,2020,175,400.0,92.06666666666666,119.73333333333333,11261.14,152.03,-92.47822813333335,40.427180944444444,1
MT,Carbon,59758,2021,114,239.8,80.0,110.21621621621621,9541.698378378378,135.1117117117117,-108.69571597297298,45.15677866666667,0
MT,Cascade,56591,2006,6,9.0,80.0,77.0,4656.63,118.59999999999998,-111.43786999999999,47.50050933333333,0
MT,Fallon,56782,2010,12,18.0,80.0,77.0,4656.63,118.6,-104.1769184,46.2738692,0
MT,Glacier,57050,2009,69,103.5,80.0,77.0,4656.63,118.6,-112.213755975,48.54651365,0
MT,Glacier,57995,2012,126,189.0,80.0,77.0,4656.63,118.59999999999998,-112.21862116666667,48.78772111111111,0
MT,Judith Basin,58218,2012,25,40.0,80.0,82.5,5345.62,121.3,-110.63594216,47.33967712,0
MT,Judith Basin,62939,2020,29,79.9,89.96551724137932,125.86206896551724,12450.51379310345,152.9896551724138,-110.63431803448276,47.30587034482758,0
MT,Meagher,57748,2012,6,9.0,80.0,77.0,4656.63,118.59999999999998,-110.334039,46.41209216666667,0
MT,Stillwater,61858,2018,31,79.75,84.19354838709677,118.06451612903226,10963.141290322581,143.3258064516129,-109.49901725806453,45.87356006451613,0
MT,Sweet Grass,61155,2018,14,25.06,80.0,100.0,7853.9800000000005,130.1,-109.6524185,45.83571928571428,0
MT,Teton,58966,2014,6,10.0,80.0,100.0,7853.98,130.1,-111.95552833333333,47.7129535,0
MT,Teton,60486,2016,13,29.9,80.0,107.0,8992.02,133.5,-111.91849976923078,47.71757592307692,0
MT,Toole,57049,2008,71,106.5,80.0,77.0,4656.63,118.60000000000001,-112.11887507042253,48.51377252112676,0
MT,Toole,57050,2009,69,103.5,80.0,77.0,4656.629999999999,118.6,-112.1650028275862,48.533628310344824,0
MT,Toole,57995,2012,126,189.0,80.0,77.0,4656.63,118.6,-112.08769546296297,48.83539852777778,0
MT,Wheatland,56377,2005,90,135.0,80.0,77.0,4656.63,118.6,-109.75113691111112,46.570206033333335,0
MT,Wheatland,57963,2012,7,10.0,75.0,87.0,5944.68,118.6,-109.47131557142858,46.283322,0
MT,Wheatland,57965,2012,7,10.0,75.0,87.0,5944.68,118.6,-109.50257428571429,46.26536514285714,0
MT,Wheatland,59003,2014,7,9.72,49.2,49.03846153846154,2858.8323076923075,73.7,-110.09062192307692,46.44702007692308,0
NC,Pasquotank,59968,2017,104,208.0,93.0,114.0,10207.03,150.0,-76.38628802,36.33416388,1
NC,Perquimans,59968,2017,104,208.0,93.0,114.0,10207.03,150.0,-76.45027951851851,36.300879018518515,1
ND,Adams,58965,2018,43,107.5,82.98305084745763,104.61016949152543,8639.699322033897,135.33389830508474,-102.58279247457628,46.06687794915254,0
ND,Barnes,56919,2008,99,148.5,80.0,91.0,6503.88,125.6,-97.92269973737373,47.135069525252526,1
ND,Barnes,57032,2008,131,196.5,80.0,77.0,4656.63,118.6,-97.9105601875,47.06903259375,1
ND,Barnes,57387,2010,39,62.4,80.0,82.5,5345.62,121.3,-97.93216600000001,47.16775841025641,1
ND,Bowman,57171,2010,13,19.5,80.0,77.0,4656.63,118.6,-103.76811215384616,46.24452346153846,1
ND,Burke,61100,2020,74,193.24,88.91891891891892,114.5945945945946,10326.587027027026,146.29459459459457,-102.85981713513515,48.80805681081081,0
ND,Burleigh,56357,2006,21,33.6,80.0,88.87878787878788,6223.993636363637,124.53939393939395,-100.69956624242424,47.122680969696965,1
ND,Burleigh,57120,2009,33,49.5,80.0,91.0,6503.88,125.60000000000001,-100.66271621212121,47.11742681818181,1
ND,Burleigh,57347,2010,64,102.4,80.0,91.0,6503.88,125.6,-100.695913203125,47.135104671875,1
ND,Cavalier,56605,2008,79,126.42,80.0,87.36585365853658,6013.25743902439,123.71219512195121,-98.30500937804878,48.62139915853658,0
ND,Cavalier,56912,2008,79,126.42,80.0,91.0,6503.88,125.59999999999998,-98.28708083333333,48.621941916666664,0
ND,Cavalier,57033,2008,27,40.5,80.0,77.0,4656.63,118.6,-98.24890185185185,48.71305140740741,0
ND,Dickey,56669,2008,61,91.5,80.0,82.0,5281.02,121.0,-98.95061190163935,45.960001229508194,0
ND,Dickey,57048,2020,75,150.0,80.0,110.0,9503.32,135.0,-98.99130266666667,46.135402,0
ND,Dickey,61747,2019,75,150.0,80.0,119.06666666666666,11141.131733333334,139.44266666666667,-98.88072744,46.10435113333334,0
ND,Emmons,62380,2019,102,216.44,81.56626506024097,108.16867469879519,9221.313975903615,135.6301204819277,-100.00163419277108,46.38390554216868,0
ND,Griggs,57121,2009,80,120.0,80.0,77.0,4656.63,118.6,-97.97074303225807,47.28585038709678,0
ND,Hettinger,60354,2016,72,149.03,80.0,114.44444444444444,10304.425833333335,137.3222222222222,-102.78960855555556,46.60180347222222,0
ND,LaMoure,56099,2003,27,40.5,65.0,70.5,3903.6300000000006,100.30000000000001,-98.88626609756098,46.32118736585366,0
ND,Logan,62380,2019,102,216.44,84.21052631578948,108.47368421052632,9273.776315789473,138.43157894736842,-99.90133342105263,46.38576794736842,1
ND,McHenry,56670,2006,18,11.88,65.0,47.0,1734.94,88.4,-100.90428570588236,48.093638647058825,0
ND,McHenry,59903,2018,29,100.05,87.0,126.0,12468.98,150.0,-100.92564079310344,47.87395896551725,0
ND,McIntosh,57048,2020,75,150.0,80.0,110.0,9503.32,135.0,-99.05134276811594,46.111934159420294,0
ND,Mercer,62938,2019,43,106.7,90.0,116.0,10568.319999999998,148.1,-101.8292477142857,46.99475871428571,1
ND,Morton,57038,2012,35,105.0,80.0,101.0,8011.85,130.5,-101.53921053333333,46.964938999999994,1
ND,Morton,57800,2012,35,105.0,80.0,101.0,8011.85,130.5,-101.58368974999999,46.938052678571424,1
ND,Morton,57801,2012,35,105.0,80.0,101.0,8011.85,130.5,-101.60070343333334,46.960478333333334,1
ND,Morton,60088,2016,52,104.0,80.0,100.0,7853.98,130.1,-102.05026588095238,46.82973776190476,1
ND,Morton,60905,2017,48,99.25,80.0,114.22222222222223,10266.726666666667,137.2111111111111,-101.16804484444444,46.95051522222222,1
ND,Morton,62938,2019,43,106.7,90.0,116.0,10568.32,148.1,-101.82050677777778,46.96476322222222,1
ND,Oliver,56392,2006,22,50.6,80.0,108.0,9160.88,134.1,-101.22000390909092,47.16715577272728,1
ND,Oliver,56573,2007,32,51.2,80.0,91.0,6503.88,125.6,-101.21019890625,47.16117025,1
ND,Oliver,57038,2012,35,105.0,80.0,101.0,8011.85,130.5,-101.52699525,46.9954681875,1
ND,Oliver,57800,2012,8,24.0,80.0,101.0,8011.85,130.5,-101.4877747142857,47.00036285714286,1
ND,Oliver,57801,2012,35,105.0,80.0,101.0,8011.85,130.5,-101.6511884,46.9882128,1
ND,Oliver,58872,2014,64,204.8,92.5,113.0,10028.75,149.0,-101.630471453125,47.0204974375,1
ND,Oliver,60905,2017,48,99.25,80.0,116.0,10568.32,138.1,-101.148506,46.985897,1
ND,Pembina,62782,2012,1,1.0,70.0,59.0,2733.97,99.4,-97.241592,48.996891,0
ND,Pierce,57097,2009,71,149.1,79.0,88.0,6082.12,123.10000000000001,-99.95124652112676,48.507041112676056,1
ND,Rolette,59200,2015,75,150.0,95.0,100.0,7853.98,145.1,-99.60268745333333,48.96476508,0
ND,Stark,60088,2016,52,104.0,80.0,100.0,7853.979999999999,130.1,-102.1152786,46.8238097,1
ND,Stark,60355,2016,87,149.73,80.0,102.75862068965517,8293.805287356323,131.29540229885058,-102.75379697701149,46.65658397701149,1
ND,Steele,57031,2009,33,49.5,80.0,82.5,5345.62,121.3,-97.92885196969696,47.34345272727273,0
ND,Steele,57121,2009,80,120.0,80.0,77.0,4656.63,118.6,-97.92985375510204,47.30220028571428,0
ND,Stutsman,58658,2016,100,200.0,80.0,100.0,7853.98,130.099,-98.60413545,47.19031688,1
ND,Ward,55995,2009,77,115.5,80.0,78.83333333333333,4886.293333333334,119.5,-101.30171466666667,47.93888333333333,0
ND,Ward,56607,2009,77,115.5,80.0,77.14285714285714,4674.525844155844,118.67012987012987,-101.26996111688312,47.94082976623376,0
ND,Williams,59684,2017,75,150.0,80.0,100.0,7853.98,130.1,-102.96785454666666,48.526087733333334,1
ND,Williams,63258,2021,71,298.8,102.31884057971014,141.08695652173913,15826.972898550726,172.94202898550725,-103.13552301449276,48.51003308695652,1
NE,Adams,60931,2016,1,1.7,80.0,103.0,8332.29,131.4,-98.334496,40.569241,1
NE,Antelope,58322,2014,118,200.6,80.0,100.0,7853.979999999999,130.1,-98.10185966666667,41.937944333333334,1
NE,Antelope,60262,2015,41,73.5,80.0,100.0,7853.9800000000005,130.1,-97.90638242857143,41.960258714285715,1
NE,Antelope,60314,2016,20,35.8,80.0,100.0,7853.979999999999,130.1,-97.98059155,41.994995849999995,1
NE,Antelope,61784,2018,81,202.5,90.0,116.0,10568.32,148.1,-98.0048559382716,42.1873047037037,1
NE,Boone,57262,2011,54,81.0,80.0,82.5,5345.62,121.3,-98.02215962962963,41.879491037037035,0
NE,Boone,57755,2011,27,40.5,80.0,82.5,5345.62,121.3,-97.9738578148148,41.864552555555555,0
NE,Boone,58322,2014,118,200.6,80.0,100.0,7853.98,130.1,-98.15324836842105,41.90209810526316,0
NE,Boone,60262,2015,41,73.5,80.0,100.0,7853.98,130.1,-97.958597,41.89574184615385,0
NE,Brown,56162,2005,36,59.4,70.0,82.0,5281.02,110.9,-99.91407561111112,42.46111747222222,1
NE,Custer,57593,2012,50,80.0,80.0,82.5,5345.62,121.3,-99.55834302,41.458248860000005,0
NE,Custer,58981,2014,43,75.0,80.0,100.0,7853.979999999999,130.09767441860464,-99.56019325581396,41.52936555813954,0
NE,Dixon,59292,2018,101,318.15,87.5,125.0,12271.85,150.0,-96.82280773267325,42.3790725940594,0
NE,Fillmore,61677,2018,3,6.9,90.0,116.0,10568.32,148.1,-97.62688933333334,40.63289133333333,1
NE,Franklin,64336,2021,100,250.0,80.0,116.0,10568.32,138.1,-98.74163353846153,40.24830815384616,0
NE,Gage,58594,2013,44,74.8,80.0,100.0,7853.98,130.1,-96.90756225,40.040447666666665,1
NE,Holt,58695,2016,200,400.0,80.0,110.0,9503.32,135.0,-98.47024943000001,42.610701295,1
NE,Jefferson,58594,2013,44,74.8,80.0,100.0,7853.98,130.1,-96.9440984375,40.0484023125,1
NE,Keya Paha,7771,2011,2,3.0,65.0,77.0,4656.63,103.6,-99.776089,42.826494,0
NE,Kimball,56106,2018,12,30.0,90.0,116.0,10568.32,148.1,-103.70999016666667,41.29487325,1
NE,Knox,56947,2009,27,81.0,80.0,90.0,6361.73,125.0,-97.66598507407407,42.67325777777778,1
NE,Knox,57278,2012,22,42.0,80.0,90.0,6361.73,125.0,-97.57762309090909,42.699386409090906,1
NE,Platte,60932,2015,4,6.8,80.0,103.0,8332.29,131.4,-97.3850765,41.677593,0
NE,Platte,61668,2017,3,6.9,80.0,116.0,10568.32,138.1,-97.40349033333332,41.677526,0
